Order_ID,Order_Date,Order_YearMonth,Retailer_ID,Product_SKU, Product_Price , Product_Cost , Order_Quantity , Sales_Amount , Cost_of_Goods_Sold ,Product_Discount,Profit,Profit_Margin
7492,07/24/21,202107,486,WH09-M-Green, £45.00 , £12.60 ,31," £1,395.00 ", £390.60 ,0.00%," £1,004.40 ",72%
7493,07/24/21,202107,552,MT10-S-Yellow, £22.00 , £7.04 ,30, £660.00 , £211.20 ,12.00%, £448.80 ,68%
7494,07/24/21,202107,266,WH05-XL-Orange, £38.00 , £15.74 ,16, £608.00 , £251.84 ,7.32%, £356.16 ,59%
7495,07/25/21,202107,169,WH06-XS-Purple, £30.00 , £11.38 ,8, £240.00 , £91.04 ,30.23%, £148.96 ,62%
7496,07/25/21,202107,494,MS10-S-Red, £9.00 , £5.98 ,42, £378.00 , £251.16 ,55.00%, £126.84 ,34%
7497,07/25/21,202107,90,WB02-XL-Yellow, £16.00 , £6.46 ,12, £192.00 , £77.52 ,44.83%, £114.48 ,60%
7498,07/25/21,202107,275,MJ11-L-Red, £41.00 , £22.97 ,32," £1,312.00 ", £735.04 ,33.87%, £576.96 ,44%
7499,07/26/21,202107,169,MSH08-34-Black, £30.00 , £16.94 ,39," £1,170.00 ", £660.66 ,33.33%, £509.34 ,44%
7500,07/26/21,202107,234,MJ11-M-Green, £61.00 , £23.29 ,27," £1,647.00 ", £628.83 ,6.15%," £1,018.17 ",62%
7501,07/26/21,202107,411,MS02-M-Black, £18.00 , £8.52 ,49, £882.00 , £417.48 ,28.00%, £464.52 ,53%
7502,07/26/21,202107,264,MS03-XS-Gray, £16.00 , £4.54 ,31, £496.00 , £140.74 ,36.00%, £355.26 ,72%
7503,07/26/21,202107,140,MH01-XL-Gray, £23.00 , £8.86 ,46," £1,058.00 ", £407.56 ,48.89%, £650.44 ,61%
7504,07/26/21,202107,350,MT01-XL-Orange, £23.00 , £5.90 ,38, £874.00 , £224.20 ,0.00%, £649.80 ,74%
7505,07/27/21,202107,291,WB05-L-Purple, £21.00 , £6.99 ,2, £42.00 , £13.98 ,0.00%, £28.02 ,67%
7506,07/27/21,202107,309,MP09-34-Blue, £38.00 , £22.42 ,9, £342.00 , £201.78 ,30.91%, £140.22 ,41%
7507,07/27/21,202107,526,MSH10-34-Blue, £28.00 , £8.12 ,38," £1,064.00 ", £308.56 ,37.78%, £755.44 ,71%
7508,07/27/21,202107,399,MS02-XS-Black, £7.00 , £5.33 ,22, £154.00 , £117.26 ,68.18%, £36.74 ,24%
7509,07/27/21,202107,40,MH11-XS-White, £20.00 , £10.20 ,5, £100.00 , £51.00 ,52.38%, £49.00 ,49%
7510,07/27/21,202107,349,MH03-XS-Green, £26.00 , £16.90 ,39," £1,014.00 ", £659.10 ,36.59%, £354.90 ,35%
7511,07/27/21,202107,555,MH02-XL-Black, £27.00 , £15.13 ,19, £513.00 , £287.47 ,35.71%, £225.53 ,44%
7512,07/27/21,202107,633,MS11-XL-Yellow, £25.00 , £7.17 ,41," £1,025.00 ", £293.97 ,0.00%, £731.03 ,71%
7513,07/27/21,202107,45,MH02-XL-Black, £30.00 , £15.13 ,32, £960.00 , £484.16 ,28.57%, £475.84 ,50%
7514,07/27/21,202107,493,MH05-XL-Red, £43.00 , £17.45 ,16, £688.00 , £279.20 ,0.00%, £408.80 ,59%
7515,07/27/21,202107,632,MSH12-33-Red, £43.00 , £15.36 ,3, £129.00 , £46.08 ,0.00%, £82.92 ,64%
7516,07/27/21,202107,294,MH08-XL-Purple, £34.00 , £14.07 ,40," £1,360.00 ", £562.80 ,8.11%, £797.20 ,59%
7517,07/28/21,202107,14,MT05-L-Blue, £21.00 , £14.07 ,3, £63.00 , £42.21 ,4.55%, £20.79 ,33%
7518,07/28/21,202107,630,MT01-M-Orange, £23.00 , £9.89 ,16, £368.00 , £158.24 ,8.00%, £209.76 ,57%
7519,07/28/21,202107,7,WB05-S-Black, £11.00 , £7.92 ,4, £44.00 , £31.68 ,50.00%, £12.32 ,28%
7520,07/28/21,202107,450,MJ08-S-Gray, £62.00 , £29.29 ,50," £3,100.00 "," £1,464.50 ",0.00%," £1,635.50 ",53%
7521,07/29/21,202107,65,MJ12-XS-Blue, £64.00 , £32.26 ,47," £3,008.00 "," £1,516.22 ",1.54%," £1,491.78 ",50%
7522,07/29/21,202107,487,MH02-M-Purple, £31.00 , £23.13 ,28, £868.00 , £647.64 ,29.55%, £220.36 ,25%
7523,07/29/21,202107,344,MJ10-M-Red, £63.00 , £18.59 ,29," £1,827.00 ", £539.11 ,3.08%," £1,287.89 ",70%
7524,07/29/21,202107,207,MP06-32-Gray, £42.00 , £25.32 ,17, £714.00 , £430.44 ,22.22%, £283.56 ,40%
7525,07/29/21,202107,594,MJ02-XS-Red, £44.00 , £22.90 ,1, £44.00 , £22.90 ,32.31%, £21.10 ,48%
7526,07/29/21,202107,505,MSH09-36-Green, £40.00 , £15.64 ,6, £240.00 , £93.84 ,11.11%, £146.16 ,61%
7527,07/30/21,202107,511,MS06-M-Yellow, £14.00 , £6.19 ,26, £364.00 , £160.94 ,41.67%, £203.06 ,56%
7528,07/30/21,202107,99,MJ07-M-Yellow, £55.00 , £32.76 ,8, £440.00 , £262.08 ,11.29%, £177.92 ,40%
7529,07/30/21,202107,548,MJ03-XS-Red, £42.00 , £29.34 ,39," £1,638.00 "," £1,144.26 ",32.26%, £493.74 ,30%
7530,07/30/21,202107,670,MJ03-XL-Red, £48.00 , £25.50 ,6, £288.00 , £153.00 ,20.00%, £135.00 ,47%
7531,07/30/21,202107,378,WB05-S-Purple, £10.00 , £5.41 ,34, £340.00 , £183.94 ,65.52%, £156.06 ,46%
7532,07/30/21,202107,117,WB01-S-Gray, £16.00 , £5.42 ,18, £288.00 , £97.56 ,33.33%, £190.44 ,66%
7533,07/30/21,202107,610,WH10-M-Blue, £40.00 , £13.52 ,41," £1,640.00 ", £554.32 ,0.00%," £1,085.68 ",66%
7534,07/30/21,202107,545,MT01-S-Red, £21.00 , £8.69 ,5, £105.00 , £43.45 ,12.50%, £61.55 ,59%
7535,07/31/21,202107,246,MS06-M-Green, £20.00 , £6.93 ,49, £980.00 , £339.57 ,9.09%, £640.43 ,65%
7536,07/31/21,202107,563,MS01-XS-Brown, £14.00 , £3.71 ,16, £224.00 , £59.36 ,39.13%, £164.64 ,74%
7537,07/31/21,202107,285,MJ06-L-Purple, £61.00 , £26.20 ,48," £2,928.00 "," £1,257.60 ",4.69%," £1,670.40 ",57%
7538,07/31/21,202107,705,MH02-M-Red, £34.00 , £12.77 ,18, £612.00 , £229.86 ,19.05%, £382.14 ,62%
7539,08/01/21,202108,475,MJ03-XS-Red, £57.00 , £29.34 ,37," £2,109.00 "," £1,085.58 ",8.06%," £1,023.42 ",49%
7540,08/01/21,202108,36,MJ08-M-Gray, £63.00 , £41.58 ,17," £1,071.00 ", £706.86 ,0.00%, £364.14 ,34%
7541,08/02/21,202108,721,MS07-L-White, £24.00 , £14.40 ,15, £360.00 , £216.00 ,4.00%, £144.00 ,40%
7542,08/02/21,202108,144,MS04-S-Red, £20.00 , £7.16 ,42, £840.00 , £300.72 ,9.09%, £539.28 ,64%
7543,08/02/21,202108,640,WB02-S-Blue, £27.00 , £14.80 ,39," £1,053.00 ", £577.20 ,10.00%, £475.80 ,45%
7544,08/02/21,202108,222,MP08-34-Red, £43.00 , £13.63 ,6, £258.00 , £81.78 ,20.37%, £176.22 ,68%
7545,08/02/21,202108,163,MH04-XL-White, £42.00 , £13.01 ,45," £1,890.00 ", £585.45 ,2.33%," £1,304.55 ",69%
7546,08/02/21,202108,604,MS01-L-Brown, £16.00 , £7.19 ,4, £64.00 , £28.76 ,27.27%, £35.24 ,55%
7547,08/02/21,202108,775,MH11-L-White, £34.00 , £16.93 ,2, £68.00 , £33.86 ,20.93%, £34.14 ,50%
7548,08/02/21,202108,774,WB03-XS-Red, £26.00 , £6.79 ,23, £598.00 , £156.17 ,0.00%, £441.83 ,74%
7549,08/02/21,202108,68,WH03-XL-Purple, £39.00 , £16.38 ,30," £1,170.00 ", £491.40 ,0.00%, £678.60 ,58%
7550,08/02/21,202108,648,MSH06-33-Gray, £26.00 , £14.11 ,2, £52.00 , £28.22 ,33.33%, £23.78 ,46%
7551,08/02/21,202108,644,WB03-L-Red, £18.00 , £7.02 ,48, £864.00 , £336.96 ,40.00%, £527.04 ,61%
7552,08/03/21,202108,200,MS03-XS-Green, £20.00 , £10.20 ,43, £860.00 , £438.60 ,9.09%, £421.40 ,49%
7553,08/03/21,202108,315,WH10-S-Gray, £43.00 , £17.69 ,41," £1,763.00 ", £725.29 ,0.00%," £1,037.71 ",59%
7554,08/03/21,202108,464,WH02-M-Green, £38.00 , £15.30 ,11, £418.00 , £168.30 ,15.56%, £249.70 ,60%
7555,08/03/21,202108,320,MJ10-S-Black, £61.00 , £24.70 ,42," £2,562.00 "," £1,037.40 ",6.15%," £1,524.60 ",60%
7556,08/03/21,202108,595,MP10-32-Pink, £44.00 , £21.97 ,46," £2,024.00 "," £1,010.62 ",4.35%," £1,013.38 ",50%
7557,08/03/21,202108,610,MS09-M-Black, £24.00 , £6.12 ,6, £144.00 , £36.72 ,4.00%, £107.28 ,75%
7558,08/03/21,202108,601,MH09-XL-Green, £28.00 , £16.58 ,39," £1,092.00 ", £646.62 ,37.78%, £445.38 ,41%
7559,08/03/21,202108,501,MJ02-L-Green, £59.00 , £25.04 ,19," £1,121.00 ", £475.76 ,9.23%, £645.24 ,58%
7560,08/03/21,202108,435,MS02-L-Blue, £15.00 , £6.60 ,18, £270.00 , £118.80 ,40.00%, £151.20 ,56%
7561,08/04/21,202108,710,WB01-M-Black, £15.00 , £5.70 ,16, £240.00 , £91.20 ,48.28%, £148.80 ,62%
7562,08/04/21,202108,223,MS01-M-Black, £16.00 , £5.89 ,25, £400.00 , £147.25 ,20.00%, £252.75 ,63%
7563,08/04/21,202108,705,MP04-33-Green, £39.00 , £14.19 ,26," £1,014.00 ", £368.94 ,18.75%, £645.06 ,64%
7564,08/05/21,202108,559,MS07-M-White, £21.00 , £9.94 ,44, £924.00 , £437.36 ,8.70%, £486.64 ,53%
7565,08/05/21,202108,414,MP06-32-Gray, £48.00 , £25.32 ,27," £1,296.00 ", £683.64 ,11.11%, £612.36 ,47%
7566,08/05/21,202108,534,WH06-XS-Purple, £22.00 , £11.38 ,2, £44.00 , £22.76 ,48.84%, £21.24 ,48%
7567,08/05/21,202108,567,WB04-XS-Blue, £13.00 , £11.26 ,35, £455.00 , £394.10 ,56.67%, £60.90 ,13%
7568,08/05/21,202108,404,MP03-34-Blue, £52.00 , £19.68 ,35," £1,820.00 ", £688.80 ,1.89%," £1,131.20 ",62%
7569,08/05/21,202108,448,MH13-XL-Lavender, £30.00 , £17.52 ,38," £1,140.00 ", £665.76 ,26.83%, £474.24 ,42%
7570,08/05/21,202108,395,MP10-36-Blue, £39.00 , £12.09 ,45," £1,755.00 ", £544.05 ,11.36%," £1,210.95 ",69%
7571,08/06/21,202108,190,WH02-S-Blue, £34.00 , £10.95 ,2, £68.00 , £21.90 ,22.73%, £46.10 ,68%
7572,08/07/21,202108,491,MH13-M-Blue, £43.00 , £13.87 ,5, £215.00 , £69.35 ,2.27%, £145.65 ,68%
7573,08/07/21,202108,602,MH07-L-Black, £44.00 , £15.44 ,31," £1,364.00 ", £478.64 ,2.22%, £885.36 ,65%
7574,08/07/21,202108,698,MH09-S-Blue, £28.00 , £15.72 ,11, £308.00 , £172.92 ,36.36%, £135.08 ,44%
7575,08/07/21,202108,440,MSH11-33-Black, £42.00 , £14.47 ,44," £1,848.00 ", £636.68 ,0.00%," £1,211.32 ",66%
7576,08/07/21,202108,452,MS01-L-Yellow, £12.00 , £4.90 ,30, £360.00 , £147.00 ,52.00%, £213.00 ,59%
7577,08/07/21,202108,626,MT10-S-Pink, £24.00 , £11.52 ,31, £744.00 , £357.12 ,0.00%, £386.88 ,52%
7578,08/07/21,202108,288,MS08-XS-Blue, £24.00 , £11.56 ,41, £984.00 , £473.96 ,0.00%, £510.04 ,52%
7579,08/08/21,202108,143,MP01-32-Gray, £55.00 , £16.85 ,50," £2,750.00 ", £842.50 ,0.00%," £1,907.50 ",69%
7580,08/08/21,202108,717,WB03-M-Green, £25.00 , £10.75 ,2, £50.00 , £21.50 ,13.79%, £28.50 ,57%
7581,08/08/21,202108,276,MSH11-32-Pink, £26.00 , £15.69 ,11, £286.00 , £172.59 ,35.00%, £113.41 ,40%
7582,08/08/21,202108,270,MS02-M-Black, £20.00 , £8.52 ,26, £520.00 , £221.52 ,20.00%, £298.48 ,57%
7583,08/08/21,202108,403,MT10-S-Pink, £24.00 , £11.52 ,32, £768.00 , £368.64 ,0.00%, £399.36 ,52%
7584,08/08/21,202108,92,WH01-XL-Orange, £38.00 , £15.35 ,3, £114.00 , £46.05 ,15.56%, £67.95 ,60%
7585,08/08/21,202108,753,MP12-32-Blue, £33.00 , £22.39 ,13, £429.00 , £291.07 ,35.29%, £137.93 ,32%
7586,08/08/21,202108,237,MJ06-S-Blue, £42.00 , £27.12 ,22, £924.00 , £596.64 ,33.33%, £327.36 ,35%
7587,08/08/21,202108,336,MH06-S-Blue, £30.00 , £13.09 ,41," £1,230.00 ", £536.69 ,30.23%, £693.31 ,56%
7588,08/08/21,202108,569,MJ08-XL-Blue, £61.00 , £21.84 ,10, £610.00 , £218.40 ,4.69%, £391.60 ,64%
7589,08/08/21,202108,85,MP09-34-Black, £51.00 , £24.84 ,41," £2,091.00 "," £1,018.44 ",3.77%," £1,072.56 ",51%
7590,08/08/21,202108,522,MP06-36-Green, £48.00 , £20.81 ,25," £1,200.00 ", £520.25 ,9.43%, £679.75 ,57%
7591,08/09/21,202108,144,WB01-XL-Black, £18.00 , £7.32 ,50, £900.00 , £366.00 ,40.00%, £534.00 ,59%
7592,08/09/21,202108,142,MS03-XL-Gray, £15.00 , £7.41 ,5, £75.00 , £37.05 ,37.50%, £37.95 ,51%
7593,08/09/21,202108,500,MS08-XS-Black, £24.00 , £7.42 ,20, £480.00 , £148.40 ,4.00%, £331.60 ,69%
7594,08/09/21,202108,127,MS03-S-Orange, £18.00 , £8.06 ,37, £666.00 , £298.22 ,18.18%, £367.78 ,55%
7595,08/09/21,202108,762,MJ10-XS-Orange, £45.00 , £20.97 ,25," £1,125.00 ", £524.25 ,29.69%, £600.75 ,53%
7596,08/10/21,202108,324,MJ09-S-Blue, £40.00 , £22.83 ,36," £1,440.00 ", £821.88 ,38.46%, £618.12 ,43%
7597,08/10/21,202108,439,MSH01-32-Pink, £38.00 , £11.04 ,20, £760.00 , £220.80 ,11.63%, £539.20 ,71%
7598,08/10/21,202108,361,MP07-32-Blue, £50.00 , £26.25 ,22," £1,100.00 ", £577.50 ,1.96%, £522.50 ,48%
7599,08/10/21,202108,343,WB01-S-Purple, £27.00 , £10.80 ,17, £459.00 , £183.60 ,0.00%, £275.40 ,60%
7600,08/10/21,202108,562,WH06-L-Purple, £26.00 , £12.27 ,12, £312.00 , £147.24 ,29.73%, £164.76 ,53%
7601,08/10/21,202108,409,MS04-XL-Red, £24.00 , £12.28 ,49," £1,176.00 ", £601.72 ,0.00%, £574.28 ,49%
7602,08/10/21,202108,104,WH06-L-Purple, £21.00 , £12.27 ,9, £189.00 , £110.43 ,43.24%, £78.57 ,42%
7603,08/10/21,202108,93,MJ04-S-Blue, £52.00 , £32.79 ,22," £1,144.00 ", £721.38 ,10.34%, £422.62 ,37%
7604,08/10/21,202108,672,MH07-L-Black, £45.00 , £15.44 ,25," £1,125.00 ", £386.00 ,0.00%, £739.00 ,66%
7605,08/10/21,202108,275,MH13-M-Lavender, £45.00 , £9.67 ,38," £1,710.00 ", £367.46 ,0.00%," £1,342.54 ",79%
7606,08/10/21,202108,147,WH10-XL-Gray, £30.00 , £20.10 ,50," £1,500.00 "," £1,005.00 ",0.00%, £495.00 ,33%
7607,08/11/21,202108,308,MJ04-S-Blue, £53.00 , £32.79 ,12, £636.00 , £393.48 ,8.62%, £242.52 ,38%
7608,08/11/21,202108,579,MJ01-XL-Red, £60.00 , £19.20 ,50," £3,000.00 ", £960.00 ,4.76%," £2,040.00 ",68%
7609,08/12/21,202108,232,MH13-M-Lavender, £21.00 , £9.67 ,22, £462.00 , £212.74 ,53.33%, £249.26 ,54%
7610,08/12/21,202108,301,MP02-33-Blue, £33.00 , £15.69 ,50," £1,650.00 ", £784.50 ,38.89%, £865.50 ,52%
7611,08/12/21,202108,248,MH09-XL-Red, £20.00 , £17.51 ,5, £100.00 , £87.55 ,50.00%, £12.45 ,12%
7612,08/12/21,202108,597,MH09-XL-Green, £43.00 , £16.58 ,28," £1,204.00 ", £464.24 ,4.44%, £739.76 ,61%
7613,08/12/21,202108,514,WH03-M-Red, £29.00 , £13.51 ,10, £290.00 , £135.10 ,27.50%, £154.90 ,53%
7614,08/12/21,202108,743,WH10-L-Yellow, £28.00 , £10.07 ,9, £252.00 , £90.63 ,37.78%, £161.37 ,64%
7615,08/12/21,202108,374,MJ04-XL-Blue, £40.00 , £25.54 ,3, £120.00 , £76.62 ,37.50%, £43.38 ,36%
7616,08/12/21,202108,85,MP06-32-Pink, £54.00 , £27.00 ,8, £432.00 , £216.00 ,0.00%, £216.00 ,50%
7617,08/13/21,202108,154,MT09-S-Pink, £17.00 , £9.91 ,38, £646.00 , £376.58 ,32.00%, £269.42 ,42%
7618,08/13/21,202108,63,MP05-32-Pink, £46.00 , £24.84 ,17, £782.00 , £422.28 ,0.00%, £359.72 ,46%
7619,08/13/21,202108,340,WB03-XL-Green, £10.00 , £7.43 ,21, £210.00 , £156.03 ,66.67%, £53.97 ,26%
7620,08/13/21,202108,504,MH03-L-Green, £41.00 , £18.17 ,50," £2,050.00 ", £908.50 ,6.82%," £1,141.50 ",56%
7621,08/14/21,202108,121,MT01-S-Red, £22.00 , £8.69 ,17, £374.00 , £147.73 ,8.33%, £226.27 ,61%
7622,08/14/21,202108,311,MS09-XS-Black, £15.00 , £8.83 ,20, £300.00 , £176.60 ,31.82%, £123.40 ,41%
7623,08/14/21,202108,4,MSH06-33-Blue, £36.00 , £17.39 ,23, £828.00 , £399.97 ,20.00%, £428.03 ,52%
7624,08/14/21,202108,378,MP07-36-Blue, £55.00 , £24.75 ,41," £2,255.00 "," £1,014.75 ",0.00%," £1,240.25 ",55%
7625,08/14/21,202108,245,WH04-XL-Purple, £26.00 , £11.10 ,26, £676.00 , £288.60 ,39.53%, £387.40 ,57%
7626,08/15/21,202108,544,MS10-L-Black, £20.00 , £11.60 ,47, £940.00 , £545.20 ,13.04%, £394.80 ,42%
7627,08/15/21,202108,698,MJ12-XS-Blue, £60.00 , £32.26 ,19," £1,140.00 ", £612.94 ,7.69%, £527.06 ,46%
7628,08/15/21,202108,101,WH03-XL-Green, £44.00 , £15.72 ,20, £880.00 , £314.40 ,0.00%, £565.60 ,64%
7629,08/15/21,202108,646,MJ12-XS-Black, £47.00 , £21.74 ,10, £470.00 , £217.40 ,25.40%, £252.60 ,54%
7630,08/15/21,202108,467,MP02-36-Blue, £52.00 , £20.29 ,47," £2,444.00 ", £953.63 ,0.00%," £1,490.37 ",61%
7631,08/16/21,202108,46,MJ12-XL-Orange, £53.00 , £19.72 ,2, £106.00 , £39.44 ,17.19%, £66.56 ,63%
7632,08/16/21,202108,154,MT08-XS-Green, £19.00 , £8.11 ,39, £741.00 , £316.29 ,20.83%, £424.71 ,57%
7633,08/16/21,202108,373,MJ09-S-Yellow, £51.00 , £25.89 ,36," £1,836.00 ", £932.04 ,17.74%, £903.96 ,49%
7634,08/16/21,202108,178,MS11-L-Yellow, £17.00 , £6.86 ,42, £714.00 , £288.12 ,10.53%, £425.88 ,60%
7635,08/16/21,202108,467,MH07-L-Gray, £43.00 , £26.66 ,36," £1,548.00 ", £959.76 ,2.27%, £588.24 ,38%
7636,08/16/21,202108,623,WH03-L-Purple, £24.00 , £12.95 ,39, £936.00 , £505.05 ,44.19%, £430.95 ,46%
7637,08/16/21,202108,695,MP01-34-Purple, £51.00 , £22.22 ,44," £2,244.00 ", £977.68 ,5.56%," £1,266.32 ",56%
7638,08/16/21,202108,601,WH08-M-White, £23.00 , £20.21 ,34, £782.00 , £687.14 ,47.73%, £94.86 ,12%
7639,08/16/21,202108,228,MS05-S-Purple, £6.00 , £2.58 ,24, £144.00 , £61.92 ,76.00%, £82.08 ,57%
7640,08/17/21,202108,322,MP01-32-Pink, £33.00 , £12.33 ,46," £1,518.00 ", £567.18 ,35.29%, £950.82 ,63%
7641,08/17/21,202108,141,MJ07-L-Red, £53.00 , £19.88 ,3, £159.00 , £59.64 ,17.19%, £99.36 ,62%
7642,08/17/21,202108,618,MS06-L-Blue, £11.00 , £6.60 ,36, £396.00 , £237.60 ,52.17%, £158.40 ,40%
7643,08/17/21,202108,731,MJ02-L-Orange, £50.00 , £36.25 ,29," £1,450.00 "," £1,051.25 ",21.88%, £398.75 ,28%
7644,08/17/21,202108,500,WB04-M-Purple, £30.00 , £9.15 ,39," £1,170.00 ", £356.85 ,0.00%, £813.15 ,70%
7645,08/17/21,202108,730,WH01-S-Pink, £36.00 , £21.96 ,47," £1,692.00 "," £1,032.12 ",10.00%, £659.88 ,39%
7646,08/17/21,202108,593,MH08-S-Pink, £44.00 , £12.22 ,20, £880.00 , £244.40 ,2.22%, £635.60 ,72%
7647,08/17/21,202108,718,MJ12-L-Orange, £61.00 , £23.31 ,35," £2,135.00 ", £815.85 ,6.15%," £1,319.15 ",62%
7648,08/18/21,202108,451,MT03-L-Red, £19.00 , £9.68 ,46, £874.00 , £445.28 ,24.00%, £428.72 ,49%
7649,08/18/21,202108,167,MT05-M-Blue, £17.00 , £10.33 ,39, £663.00 , £402.87 ,32.00%, £260.13 ,39%
7650,08/18/21,202108,46,MS03-S-Pink, £16.00 , £7.64 ,3, £48.00 , £22.92 ,33.33%, £25.08 ,52%
7651,08/18/21,202108,730,MJ03-M-Green, £46.00 , £19.73 ,19, £874.00 , £374.87 ,25.81%, £499.13 ,57%
7652,08/18/21,202108,93,MP05-34-Green, £39.00 , £21.05 ,4, £156.00 , £84.20 ,25.00%, £71.80 ,46%
7653,08/18/21,202108,162,MT10-XS-Yellow, £18.00 , £8.99 ,12, £216.00 , £107.88 ,28.00%, £108.12 ,50%
7654,08/18/21,202108,378,MS06-M-Green, £7.00 , £6.93 ,30, £210.00 , £207.90 ,68.18%, £2.10 ,1%
7655,08/18/21,202108,554,MH06-XL-Blue, £29.00 , £12.84 ,21, £609.00 , £269.64 ,34.09%, £339.36 ,56%
7656,08/18/21,202108,225,MSH03-33-Blue, £26.00 , £13.12 ,17, £442.00 , £223.04 ,35.00%, £218.96 ,50%
7657,08/18/21,202108,616,MSH03-36-Black, £27.00 , £14.04 ,42," £1,134.00 ", £589.68 ,40.00%, £544.32 ,48%
7658,08/19/21,202108,393,MT03-M-Blue, £19.00 , £11.72 ,21, £399.00 , £246.12 ,20.83%, £152.88 ,38%
7659,08/19/21,202108,719,MH09-M-Green, £32.00 , £17.91 ,19, £608.00 , £340.29 ,27.27%, £267.71 ,44%
7660,08/19/21,202108,377,WB01-S-Gray, £19.00 , £5.42 ,33, £627.00 , £178.86 ,20.83%, £448.14 ,71%
7661,08/19/21,202108,407,WB01-L-Gray, £20.00 , £7.56 ,25, £500.00 , £189.00 ,33.33%, £311.00 ,62%
7662,08/19/21,202108,15,WH04-L-Orange, £27.00 , £12.87 ,10, £270.00 , £128.70 ,38.64%, £141.30 ,52%
7663,08/20/21,202108,97,MH03-L-Green, £29.00 , £18.17 ,46," £1,334.00 ", £835.82 ,34.09%, £498.18 ,37%
7664,08/20/21,202108,232,MH03-XL-Blue, £44.00 , £26.40 ,50," £2,200.00 "," £1,320.00 ",2.22%, £880.00 ,40%
7665,08/20/21,202108,69,MH13-S-Pink, £39.00 , £17.94 ,49," £1,911.00 ", £879.06 ,13.33%," £1,031.94 ",54%
7666,08/20/21,202108,745,MH02-XS-Black, £40.00 , £13.60 ,23, £920.00 , £312.80 ,0.00%, £607.20 ,66%
7667,08/20/21,202108,751,MP06-36-Green, £31.00 , £20.81 ,19, £589.00 , £395.39 ,41.51%, £193.61 ,33%
7668,08/20/21,202108,676,MJ06-XL-Blue, £40.00 , £22.51 ,30," £1,200.00 ", £675.30 ,38.46%, £524.70 ,44%
7669,08/20/21,202108,463,MT06-XS-Black, £25.00 , £12.46 ,43," £1,075.00 ", £535.78 ,0.00%, £539.22 ,50%
7670,08/21/21,202108,151,MJ11-S-Pink, £58.00 , £37.53 ,37," £2,146.00 "," £1,388.61 ",6.45%, £757.39 ,35%
7671,08/21/21,202108,739,MJ06-XS-Purple, £48.00 , £32.16 ,7, £336.00 , £225.12 ,17.24%, £110.88 ,33%
7672,08/21/21,202108,550,MT01-S-Pink, £21.00 , £9.57 ,46, £966.00 , £440.22 ,0.00%, £525.78 ,54%
7673,08/21/21,202108,441,MT10-M-Yellow, £19.00 , £9.81 ,42, £798.00 , £412.02 ,20.83%, £385.98 ,48%
7674,08/22/21,202108,473,MS12-XL-Red, £9.00 , £4.14 ,18, £162.00 , £74.52 ,64.00%, £87.48 ,54%
7675,08/22/21,202108,425,MT05-XL-Blue, £19.00 , £8.57 ,24, £456.00 , £205.68 ,9.52%, £250.32 ,55%
7676,08/24/21,202108,21,MH02-S-Black, £43.00 , £14.19 ,9, £387.00 , £127.71 ,0.00%, £259.29 ,67%
7677,08/24/21,202108,196,MS09-S-Blue, £8.00 , £3.98 ,45, £360.00 , £179.10 ,57.89%, £180.90 ,50%
7678,08/24/21,202108,74,MS04-L-Orange, £22.00 , £9.24 ,21, £462.00 , £194.04 ,0.00%, £267.96 ,58%
7679,08/25/21,202108,658,MP12-33-Black, £36.00 , £11.64 ,16, £576.00 , £186.24 ,29.41%, £389.76 ,68%
7680,08/25/21,202108,88,WH01-XL-Orange, £39.00 , £15.35 ,31," £1,209.00 ", £475.85 ,13.33%, £733.15 ,61%
7681,08/25/21,202108,446,MP08-33-Red, £32.00 , £8.00 ,4, £128.00 , £32.00 ,41.82%, £96.00 ,75%
7682,08/25/21,202108,155,MT01-L-Orange, £22.00 , £12.98 ,14, £308.00 , £181.72 ,12.00%, £126.28 ,41%
7683,08/25/21,202108,245,WB01-S-Pink, £15.00 , £7.29 ,14, £210.00 , £102.06 ,48.28%, £107.94 ,51%
7684,08/26/21,202108,183,WH01-M-Purple, £29.00 , £15.02 ,24, £696.00 , £360.48 ,32.56%, £335.52 ,48%
7685,08/26/21,202108,347,MT01-M-Gray, £20.00 , £9.59 ,24, £480.00 , £230.16 ,20.00%, £249.84 ,52%
7686,08/26/21,202108,534,MH11-S-White, £45.00 , £19.26 ,27," £1,215.00 ", £520.02 ,0.00%, £694.98 ,57%
7687,08/26/21,202108,107,MJ09-S-Yellow, £60.00 , £25.89 ,46," £2,760.00 "," £1,190.94 ",3.23%," £1,569.06 ",57%
7688,08/26/21,202108,526,MT07-M-Gray, £18.00 , £6.30 ,19, £342.00 , £119.70 ,25.00%, £222.30 ,65%
7689,08/26/21,202108,773,MS03-XS-Orange, £22.00 , £6.37 ,23, £506.00 , £146.51 ,12.00%, £359.49 ,71%
7690,08/26/21,202108,643,MP05-32-Green, £49.00 , £22.05 ,47," £2,303.00 "," £1,036.35 ",9.26%," £1,266.65 ",55%
7691,08/26/21,202108,610,WH01-M-Orange, £32.00 , £11.42 ,16, £512.00 , £182.72 ,13.51%, £329.28 ,64%
7692,08/26/21,202108,495,MSH12-34-Red, £44.00 , £14.82 ,42," £1,848.00 ", £622.44 ,0.00%," £1,225.56 ",66%
7693,08/27/21,202108,271,MS11-M-Yellow, £13.00 , £5.63 ,15, £195.00 , £84.45 ,31.58%, £110.55 ,57%
